Loc_name,Status,Score,Match_type,Match_addr,Addr_type,City,Postal,Country,Distance,X,Y,idm,year,rank_1,company_na,address,address2,city_1,zip,industry,foundingye,revenue,employees,growth,high,county,state_name,county_nam,state_code,cbsa,metro,full_name,FID_2,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON, , 
USA.PointAddress,M,100,A,"18 Commercial St, Salem, Massachusetts, 01970",PointAddress,Salem,1970,USA,0,-70.901202,42.524316,20111114,2011,1114,Bioengineering Group,18 Commercial Street, ,Salem,1970,Environmental Services,0,9224146,62,2.685697,1,25009,MA,Essex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1169,25,9,204600,25009204600,2046,Census Tract 2046,G5020,S,3116109,758131,42.5334952,-70.9044679, , 
USA.PointAddress,M,100,A,"10 Federal St, Salem, Massachusetts, 01970",PointAddress,Salem,1970,USA,0,-70.893754,42.523316,20132095,2013,2097,Net Atlantic,10 Federal Street Suite 2-6, ,Salem,1970,Advertising & Marketing,1995,9285572,39,1.7755,1,25009,MA,Essex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1170,25,9,204500,25009204500,2045,Census Tract 2045,G5020,S,974936,527730,42.5298286,-70.8913891, , 
USA.Postal,M,100,A,"01970, Salem, Massachusetts",Postal,Salem,1970,USA,0,-70.903284,42.510455,20153780,2015,3780,Digital Bungalow,Digital Bungalow,209 Essex Street,Salem,1970,Business Products & Services,1999,3925000,27,0.8063,1,25009,MA,Essex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1173,25,9,204701,25009204701,2047.01,Census Tract 2047.01,G5020,S,7253764,168530,42.5004225,-70.9233663, , 
USA.PointAddress,M,100,A,"96 Swampscott Rd, Salem, Massachusetts, 01970",PointAddress,Salem,1970,USA,0,-70.921286,42.494944,20151750,2015,1750,Groom Energy Solutions,96 Swampscott Rd., ,Salem,1970,Energy,2005,44237291,50,2.2987,1,25009,MA,Essex County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1173,25,9,204701,25009204701,2047.01,Census Tract 2047.01,G5020,S,7253764,168530,42.5004225,-70.9233663, , 
USA.StreetAddress,M,90.92,A,"77 N Washington St, Boston, Massachusetts, 02114",StreetAddress,Boston,2114,USA,0,-71.058333,42.365191,20122723,2012,2722,AMP Agency,77 North Washington,8th Floor,Boston,2114,Advertising & Marketing,1995,23715822,90,0.855,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1184,25,25,30200,25025030200,302,Census Tract 302,G5020,S,64732,0,42.3645233,-71.0569935, , 
USA.StreetAddress,M,100,A,"123 N Washington St, Boston, Massachusetts, 02114",StreetAddress,Boston,2114,USA,0,-71.05837,42.365697,20150732,2015,732,Pixability,123 North Washington Street,2nd Floor,Boston,2114,Advertising & Marketing,2008,4429427,45,6.1379,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1184,25,25,30200,25025030200,302,Census Tract 302,G5020,S,64732,0,42.3645233,-71.0569935, , 
USA.StreetAddress,M,100,A,"53 State St, Boston, Massachusetts, 02109",StreetAddress,Boston,2109,USA,0,-71.056112,42.358929,20151183,2015,1183,Acquia,53 State Street, ,Boston,2109,Software,2007,101500000,580,3.5549,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1186,25,25,30300,25025030300,303,Census Tract 303,G5020,S,691634,234496,42.3599795,-71.0532247, , 
USA.PointAddress,M,100,A,"15 Broad St, Boston, Massachusetts, 02109",PointAddress,Boston,2109,USA,0,-71.054473,42.358795,20120877,2012,877,Chase Technology Consultants,15 Broad St,First Floor,Boston,2109,IT Services,2007,2740767,25,3.781,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1186,25,25,30300,25025030300,303,Census Tract 303,G5020,S,691634,234496,42.3599795,-71.0532247, , 
USA.StreetAddress,M,100,A,"7 Water St, Boston, Massachusetts, 02109",StreetAddress,Boston,2109,USA,0,-71.057823,42.35756,20140298,2014,298,Cogito,7 Water Street,Suite 400,Boston,2109,Software,2006,2524930,23,15.2899,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1186,25,25,30300,25025030300,303,Census Tract 303,G5020,S,691634,234496,42.3599795,-71.0532247, , 
USA.StreetAddress,M,90.92,A,"8 Faneuil Hall Sq, Boston, Massachusetts, 02109",StreetAddress,Boston,2109,USA,0,-71.055724,42.359894,20131137,2013,1139,Exinda,8 Faneuil Hall Marketplace,3rd Floor,Boston,2109,Software,2002,26561000,118,3.6746,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1186,25,25,30300,25025030300,303,Census Tract 303,G5020,S,691634,234496,42.3599795,-71.0532247, , 
USA.PointAddress,M,100,A,"50 Congress St, Boston, Massachusetts, 02109",PointAddress,Boston,2109,USA,0,-71.056477,42.357879,20152807,2015,2807,High Start Group,50 Congress Street,Suite 1025,Boston,2109,Business Products & Services,2009,4609642,19,1.286,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1186,25,25,30300,25025030300,303,Census Tract 303,G5020,S,691634,234496,42.3599795,-71.0532247, , 
USA.StreetAddress,M,100,A,"10 Post Office Sq, Boston, Massachusetts, 02109",StreetAddress,Boston,2109,USA,0,-71.055752,42.357009,20151361,2015,1361,iLab Solutions,"Ten Post Office Square, Floor 8", ,Boston,2109,Software,2006,3419319,50,3.0585,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1186,25,25,30300,25025030300,303,Census Tract 303,G5020,S,691634,234496,42.3599795,-71.0532247, , 
USA.StreetAddress,M,100,A,"10 Post Office Sq, Boston, Massachusetts, 02109",StreetAddress,Boston,2109,USA,0,-71.055752,42.357009,20110050,2011,50,Intelligent Integration Systems,"Ten Post Office Square, Suite 800 South", ,Boston,2109,Software,0,12513050,5,38.93416,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1186,25,25,30300,25025030300,303,Census Tract 303,G5020,S,691634,234496,42.3599795,-71.0532247, , 
USA.PointAddress,M,100,A,"55 Court St, Boston, Massachusetts, 02108",PointAddress,Boston,2108,USA,0,-71.058953,42.359136,20150584,2015,584,PrepNow,55 Court Street,Suite 520,Boston,2108,Education,2011,2121025,14,7.9277,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1186,25,25,30300,25025030300,303,Census Tract 303,G5020,S,691634,234496,42.3599795,-71.0532247, , 
USA.PointAddress,M,100,A,"71 Commercial St, Boston, Massachusetts, 02109",PointAddress,Boston,2109,USA,0,-71.052918,42.361598,20122890,2012,2889,Proforma Printing & Promotion,71 Commercial Street,Suite 304,Boston,2109,Advertising & Marketing,1999,2514000,7,0.784,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1186,25,25,30300,25025030300,303,Census Tract 303,G5020,S,691634,234496,42.3599795,-71.0532247, , 
USA.PointAddress,M,100,A,"60 State St, Boston, Massachusetts, 02109",PointAddress,Boston,2109,USA,0,-71.056745,42.358896,20143944,2014,3944,SEI - Boston,60 State Street,Suite 700,Boston,2109,IT Services,2004,10852910,45,0.7673,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1186,25,25,30300,25025030300,303,Census Tract 303,G5020,S,691634,234496,42.3599795,-71.0532247, , 
USA.PointAddress,M,100,A,"2 Atlantic Ave, Boston, Massachusetts, 02110",PointAddress,Boston,2110,USA,0,-71.051025,42.364112,20152744,2015,2744,The Colony Group,2 Atlantic Ave, ,Boston,2110,Financial Services,1986,28551733,69,1.3243,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1186,25,25,30300,25025030300,303,Census Tract 303,G5020,S,691634,234496,42.3599795,-71.0532247, , 
USA.StreetAddress,M,100,A,"240 Commercial St, Boston, Massachusetts, 02109",StreetAddress,Boston,2109,USA,0,-71.051091,42.363967,20152421,2015,2421,WriterAccess,240 Commercial Street,Suite 3B,Boston,2109,Business Products & Services,2000,4365098,14,1.5536,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1186,25,25,30300,25025030300,303,Census Tract 303,G5020,S,691634,234496,42.3599795,-71.0532247, , 
USA.PointAddress,M,100,A,"419 Boylston St, Boston, Massachusetts, 02116",PointAddress,Boston,2116,USA,0,-71.072448,42.351446,20082864,2008,2857,Access Capital Strategies LLC,419 Boylston Street Suite 501, ,Boston,2116,Financial Services,1997,2835119,5,1.2573,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1212,25,25,10702,25025010702,107.02,Census Tract 107.02,G5020,S,300176,0,42.3518383,-71.0755131, , 
USA.PointAddress,M,100,A,"29 Commonwealth Ave, Boston, Massachusetts, 02116",PointAddress,Boston,2116,USA,0,-71.074239,42.353167,20151037,2015,1037,The Mount Vernon Company,29 Commonwealth Avenue,Suite 601,Boston,2116,Real Estate,1985,102200000,27,4.192,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1212,25,25,10702,25025010702,107.02,Census Tract 107.02,G5020,S,300176,0,42.3518383,-71.0755131, , 
USA.PointAddress,M,100,A,"500 Boylston St, Boston, Massachusetts, 02116",PointAddress,Boston,2116,USA,0,-71.074504,42.350832,20150344,2015,344,VMTurbo,500 Boylston St,8th Floor,Boston,2116,Software,2009,25114482,439,13.6694,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1212,25,25,10702,25025010702,107.02,Census Tract 107.02,G5020,S,300176,0,42.3518383,-71.0755131, , 
USA.PointAddress,M,100,A,"250 Everett St, Boston, Massachusetts, 02128",PointAddress,Boston,2128,USA,0,-71.029861,42.365395,20093349,2009,3350,Commonwealth Worldwide Chauffeured Transportation,250 Everett Street, ,Boston,2128,Logistics & Transportation,1982,37946000,360,0.753,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1224,25,25,51200,25025051200,512,Census Tract 512,G5020,S,412097,493577,42.3635386,-71.0329491, , 
USA.PointAddress,M,100,A,"285 Summer St, Boston, Massachusetts, 02210",PointAddress,Boston,2210,USA,0,-71.049404,42.349833,20151821,2015,1821,AppNeta,285 Summer Street,4th Floor,Boston,2210,Business Products & Services,2011,11747914,110,2.1859,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1229,25,25,60600,25025060600,606,Census Tract 606,G5020,S,1259446,619145,42.3495711,-71.0422822, , 
USA.StreetAddress,M,100,A,"280 Summer St, Boston, Massachusetts, 02210",StreetAddress,Boston,2210,USA,0,-71.049514,42.349949,20141270,2014,1270,Boston Technologies,280 Summer St. 9th Floor, ,Boston,2210,Financial Services,2007,20714249,77,3.4025,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1229,25,25,60600,25025060600,606,Census Tract 606,G5020,S,1259446,619145,42.3495711,-71.0422822, , 
USA.StreetAddress,M,100,A,"33 Farnsworth St, Boston, Massachusetts, 02210",StreetAddress,Boston,2210,USA,0,-71.047789,42.352242,20142154,2014,2154,Bullhorn,33-41 Farnsworth Street,Fl. 5,Boston,2210,Software,1999,68081225,141,1.8455,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1229,25,25,60600,25025060600,606,Census Tract 606,G5020,S,1259446,619145,42.3495711,-71.0422822, , 
USA.PointAddress,M,100,A,"320 Congress St, Boston, Massachusetts, 02210",PointAddress,Boston,2210,USA,0,-71.049665,42.351184,20152701,2015,2701,Cantina,320 Congress St, ,Boston,2210,Business Products & Services,2007,10234783,50,1.3507,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1229,25,25,60600,25025060600,606,Census Tract 606,G5020,S,1259446,619145,42.3495711,-71.0422822, , 
USA.PointAddress,M,100,A,"2 Seaport Ln, Boston, Massachusetts, 02210",PointAddress,Boston,2210,USA,0,-71.041195,42.34903,20151113,2015,1113,Cervello,2 Seaport Ln, ,Boston,2210,IT Services,2009,17314062,79,3.8431,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1229,25,25,60600,25025060600,606,Census Tract 606,G5020,S,1259446,619145,42.3495711,-71.0422822, , 
USA.StreetAddress,M,100,A,"281 Summer St, Boston, Massachusetts, 02210",StreetAddress,Boston,2210,USA,0,-71.049614,42.349932,20151167,2015,1167,DataXu,281 Summer Street, ,Boston,2210,Advertising & Marketing,2009,167500000,280,3.6195,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1229,25,25,60600,25025060600,606,Census Tract 606,G5020,S,1259446,619145,42.3495711,-71.0422822, , 
USA.StreetAddress,M,100,A,"25 Thomson Pl, Boston, Massachusetts, 02210",StreetAddress,Boston,2210,USA,0,-71.047792,42.350764,20121738,2012,1738,Ember,25 THOMSON PLACE, ,BOSTON,2210,Computer Hardware,2001,25107261,65,1.639,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1229,25,25,60600,25025060600,606,Census Tract 606,G5020,S,1259446,619145,42.3495711,-71.0422822, , 
USA.PointAddress,M,100,A,"320 Congress St, Boston, Massachusetts, 02210",PointAddress,Boston,2210,USA,0,-71.049665,42.351184,20152402,2015,2402,G2 Technology Group,320 Congress St.,Floor 2,Boston,2210,IT Services,2009,3001340,15,1.5771,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1229,25,25,60600,25025060600,606,Census Tract 606,G5020,S,1259446,619145,42.3495711,-71.0422822, , 
USA.StreetAddress,M,100,A,"25 Thomson Pl, Boston, Massachusetts, 02210",StreetAddress,Boston,2210,USA,0,-71.047792,42.350764,20141004,2014,1004,Gazelle,25 Thomson Pl, ,Boston,2210,Consumer Products & Services,2006,116100000,136,4.4455,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1229,25,25,60600,25025060600,606,Census Tract 606,G5020,S,1259446,619145,42.3495711,-71.0422822, , 
USA.PointAddress,M,100,A,"266 Summer St, Boston, Massachusetts, 02210",PointAddress,Boston,2210,USA,0,-71.050569,42.350456,20153368,2015,3368,Halloran Consulting Group,266 Summer Street,8th Floor,Boston,2210,Business Products & Services,1998,9771000,42,0.9832,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1229,25,25,60600,25025060600,606,Census Tract 606,G5020,S,1259446,619145,42.3495711,-71.0422822, , 
USA.StreetAddress,M,100,A,"332 Congress St, Boston, Massachusetts, 02210",StreetAddress,Boston,2210,USA,0,-71.048896,42.350673,20122185,2012,2185,Intronis,332 Congress St, ,Boston,2210,IT Services,2003,9196295,99,1.175,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1229,25,25,60600,25025060600,606,Census Tract 606,G5020,S,1259446,619145,42.3495711,-71.0422822, , 
USA.PointAddress,M,100,A,"258 W Broadway, Boston, Massachusetts, 02127",PointAddress,Boston,2127,USA,0,-71.051605,42.339314,20080124,2008,124,The Hillery Holding Company,258 West Broadway, ,Boston,2127,Real Estate,2003,4132857,2,16.6241,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1229,25,25,60600,25025060600,606,Census Tract 606,G5020,S,1259446,619145,42.3495711,-71.0422822, , 
USA.PointAddress,M,100,A,"268 Summer St, Boston, Massachusetts, 02210",PointAddress,Boston,2210,USA,0,-71.050358,42.350355,20151060,2015,1060,Valore,268 Summer Street,5th Fl,Boston,2210,Education,2006,65340000,46,4.0628,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1229,25,25,60600,25025060600,606,Census Tract 606,G5020,S,1259446,619145,42.3495711,-71.0422822, , 
USA.PointAddress,M,100,A,"266 Summer St, Boston, Massachusetts, 02210",PointAddress,Boston,2210,USA,0,-71.050569,42.350456,20083482,2008,3477,VFA,266 Summer Street, ,Boston,2210,Software,1998,30558380,175,0.946,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1229,25,25,60600,25025060600,606,Census Tract 606,G5020,S,1259446,619145,42.3495711,-71.0422822, , 
USA.StreetAddress,M,100,A,"20 Park Plz, Boston, Massachusetts, 02116",StreetAddress,Boston,2116,USA,0,-71.068757,42.351599,20121088,2012,1088,Accunet Solutions,20 Park Plaza,4th Floor,Boston,2116,IT Services,1997,43093000,24,2.913,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1232,25,25,70300,25025070300,703,Census Tract 703,G5020,S,336635,0,42.3484084,-71.0703632, , 
USA.PointAddress,M,100,A,"75 Arlington St, Boston, Massachusetts, 02116",PointAddress,Boston,2116,USA,0,-71.070264,42.350916,20140646,2014,646,Boost Software,75 Arlington Street,Suite 500,Boston,2116,Software,2006,11566441,14,7.1107,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1232,25,25,70300,25025070300,703,Census Tract 703,G5020,S,336635,0,42.3484084,-71.0703632, , 
USA.StreetAddress,M,100,A,"31 St James Ave, Boston, Massachusetts, 02116",StreetAddress,Boston,2116,USA,0,-71.071419,42.350783,20141132,2014,1132,Consumer United,31 St. James Ave,4th Floor,Boston,2116,Insurance,2007,17328688,340,3.8982,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1232,25,25,70300,25025070300,703,Census Tract 703,G5020,S,336635,0,42.3484084,-71.0703632, , 
USA.StreetAddress,M,100,A,"1 Columbus Ave, Boston, Massachusetts, 02116",StreetAddress,Boston,2116,USA,0,-71.068398,42.351597,20083950,2008,3945,Finale Desserterie & Bakery,One Columbus Avenue, ,Boston,2116,Food & Beverage,1997,5761537,160,0.7511,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1232,25,25,70300,25025070300,703,Census Tract 703,G5020,S,336635,0,42.3484084,-71.0703632, , 
USA.PointAddress,M,100,A,"75 Arlington St, Boston, Massachusetts, 02116",PointAddress,Boston,2116,USA,0,-71.070264,42.350916,20122278,2012,2278,Winslow Technology Group,75 Arlington Street,Suite 500,Boston,2116,IT Services,2003,9388723,13,1.108,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1232,25,25,70300,25025070300,703,Census Tract 703,G5020,S,336635,0,42.3484084,-71.0703632, , 
USA.StreetAddress,M,100,A,"99 High St, Boston, Massachusetts, 02110",StreetAddress,Boston,2110,USA,0,-71.054694,42.354566,20083062,2008,3055,Acadient,99 High Street,7th Floor,Boston,2110,Software,2001,4529447,11,1.1526,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1234,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1049993,75831,42.352321,-71.0574028, , 
USA.StreetAddress,M,100,A,"211 Congress St, Boston, Massachusetts, 02110",StreetAddress,Boston,2110,USA,0,-71.054811,42.354766,20092010,2009,2011,AgencyPort Insurance Services,211 Congress Street,11th Floor,Boston,2110,Software,2000,14132166,86,1.583,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1234,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1049993,75831,42.352321,-71.0574028, , 
USA.PointAddress,M,100,A,"100 Federal St, Boston, Massachusetts, 02110",PointAddress,Boston,2110,USA,0,-71.056367,42.354698,20153998,2015,3998,Best Doctors,100 Federal Street,21st Floor,Boston,2110,Health,1989,210700000,697,0.7311,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1234,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1049993,75831,42.352321,-71.0574028, , 
USA.StreetAddress,M,100,A,"470 Atlantic Ave, Boston, Massachusetts, 02210",StreetAddress,Boston,2210,USA,0,-71.051489,42.354696,20120596,2012,596,BigVisible Solutions,470 ATLANTIC AVE,FLOOR 4,BOSTON,2210,Business Products & Services,2006,6440996,30,6.114,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1234,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1049993,75831,42.352321,-71.0574028, , 
USA.StreetAddress,M,100,A,"2 Oliver St, Boston, Massachusetts, 02109",StreetAddress,Boston,2109,USA,0,-71.054769,42.357296,20152779,2015,2779,Brafton,2 Oliver Street,2nd Floor,Boston,2109,Advertising & Marketing,2008,26902353,371,1.3018,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1234,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1049993,75831,42.352321,-71.0574028, , 
USA.StreetAddress,M,100,A,"38 Chauncy St, Boston, Massachusetts, 02111",StreetAddress,Boston,2111,USA,0,-71.059925,42.353897,20151929,2015,1929,Buildium,38 Chauncy Street,12th Floor,Boston,2111,Software,2004,10407893,109,2.0461,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1234,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1049993,75831,42.352321,-71.0574028, , 
USA.StreetName,M,90.1,A,"One Financial Ctr, Boston, Massachusetts, 02210",StreetName,Boston,2210,USA,0,-71.05451,42.352254,20142470,2014,2470,Daley & Associates,One Financial Center,4th Floor,Boston,2111,Human Resources,2005,11176005,25,1.546,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1234,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1049993,75831,42.352321,-71.0574028, , 
USA.PointAddress,M,100,A,"260 Franklin St, Boston, Massachusetts, 02110",PointAddress,Boston,2110,USA,0,-71.053736,42.356705,20153547,2015,3547,EdgeRock Technology Partners,260 Franklin Street,3rd Floor,Boston,2110,IT Services,2005,43850230,70,0.8975,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1234,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1049993,75831,42.352321,-71.0574028, , 
USA.StreetAddress,M,100,A,"1 International Pl, Boston, Massachusetts, 02110",StreetAddress,Boston,2110,USA,0,-71.051525,42.356644,20130647,2013,649,Emergn Limited,One International Place,Suite 1400,Boston,2110,IT Services,2009,8910050,45,7.0903,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1234,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1049993,75831,42.352321,-71.0574028, , 
USA.PointAddress,M,100,A,"65 Franklin St, Boston, Massachusetts, 02110",PointAddress,Boston,2110,USA,0,-71.058339,42.355452,20142349,2014,2349,Fennick McCredie Architecture,65 Franklin St Suite 400, ,Boston,2110,Construction,2003,5175754,30,1.6562,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1234,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1049993,75831,42.352321,-71.0574028, , 
USA.StreetAddress,M,100,A,"109 Kingston St, Boston, Massachusetts, 02111",StreetAddress,Boston,2111,USA,0,-71.059395,42.35235,20140438,2014,438,"Fluent (Boston, MA)",109 Kingston St.,2nd Floor,Boston,2111,Advertising & Marketing,2007,13164042,31,10.8022,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1234,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1049993,75831,42.352321,-71.0574028, , 
USA.StreetName,M,90.1,A,"One Financial Ctr, Boston, Massachusetts, 02210",StreetName,Boston,2210,USA,0,-71.05451,42.352254,20120048,2012,48,Gemvara,1 Financial Center,8th Floor,Boston,2111,Retail,2007,7444618,50,46.126,1,25025,MA,Suffolk County,25,14460,"Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","Boston-Cambridge-Quincy, MA-NH",1234,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1049993,75831,42.352321,-71.0574028, , 
